x,y,DISTANCE,n,risk,safe_first
2062,1486,184.8350616,21,1,risky first
1930,1306,223.2129029,21,1,risky first
1930,1126,180,21,1,risky first
1930,946,180,21,1,risky first
1930,766,180,21,1,risky first
2107,748,177.9129,21,1,risky first
2140,928,183,21,1,risky first
2092,994,81.60882305,21,1,risky first
2032,1045,78.74642849,21,1,risky first
2089,1135,106.5316854,21,1,risky first
2041,997,146.1095479,21,1,risky first
2152,928,130.6981255,21,1,risky first
2227,805,144.0624864,21,1,risky first
2407,964,240.1686907,21,1,risky first
2449,1144,184.8350616,21,1,risky first
2269,1324,254.5584412,21,1,risky first
2092,1504,252.4460338,21,1,risky first
2092,1684,180,21,1,risky first
2092,1864,180,21,1,risky first
2092,1846,18,21,1,risky first
1912,1903,188.8094277,21,1,risky first
1810,2083,206.8912758,21,1,risky first
1708,2263,206.8912758,21,1,risky first
1627,2278,82.37718131,21,1,risky first
1645,2278,18,21,1,risky first
1822,2326,183.3930206,21,1,risky first
2002,2506,254.5584412,21,1,risky first
2182,2368,226.8126981,21,1,risky first
2281,2191,202.8053254,21,1,risky first
2101,2011,254.5584412,21,1,risky first
1990,1831,211.4734026,21,1,risky first
1966,1651,181.5929514,21,1,risky first
1864,1471,206.8912758,21,1,risky first
1864,1291,180,21,1,risky first
1864,1114,177,21,1,risky first
1864,943,171,21,1,risky first
1924,763,189.7366596,21,1,risky first
2065,769,141.1276018,21,1,risky first
2176,829,126.1784451,21,1,risky first
2176,928,99,21,1,risky first
2251,814,136.458785,21,1,risky first
2431,976,242.1652328,21,1,risky first
2611,1072,204,21,1,risky first
2512,892,205.4288198,21,1,risky first
2332,712,254.5584412,21,1,risky first
2152,718,180.0999722,21,1,risky first
1990,730,162.4438364,21,1,risky first
1870,910,216.3330765,21,1,risky first
1870,1090,180,21,1,risky first
1870,1270,180,21,1,risky first
2014,1435,219,21,1,risky first
2194,1378,188.8094277,21,1,risky first
2332,1207,219.7384809,21,1,risky first
2332,1087,120,21,1,risky first
2299,1003,90.24965374,21,1,risky first
2275,1003,24,21,1,risky first
2275,1003,0,21,1,risky first
2254,943,63.5688603,21,1,risky first
2188,772,183.2948444,21,1,risky first
2098,730,99.31767214,21,1,risky first
1918,760,182.4828759,21,1,risky first
1828,940,201.246118,21,1,risky first
1828,1120,180,21,1,risky first
1828,1300,180,21,1,risky first
1999,1369,184.3963123,21,1,risky first
2179,1426,188.8094277,21,1,risky first
2359,1246,254.5584412,21,1,risky first
2299,1066,189.7366596,21,1,risky first
2260,886,184.1765457,21,1,risky first
2164,805,125.6065285,21,1,risky first
2161,811,6.708203932,21,1,risky first
1984,739,191.0837513,21,1,risky first
1804,901,242.1652328,21,1,risky first
1786,1081,180.8977612,21,1,risky first
1606,1261,254.5584412,21,1,risky first
1426,1441,254.5584412,21,1,risky first
1246,1441,180,21,1,risky first
1231,1558,117.9576195,21,1,risky first
1411,1660,206.8912758,21,1,risky first
1591,1693,183,21,1,risky first
1771,1723,182.4828759,21,1,risky first
1948,1564,237.9285607,21,1,risky first
2026,1387,193.4244038,21,1,risky first
2206,1300,199.922485,21,1,risky first
2386,1399,205.4288198,21,1,risky first
2353,1579,183,21,1,risky first
2173,1759,254.5584412,21,1,risky first
2089,1939,198.6353443,21,1,risky first
1930,1951,159.4521872,21,1,risky first
1750,1840,211.4734026,21,1,risky first
1570,1723,214.683488,21,1,risky first
1390,1639,198.6353443,21,1,risky first
1210,1459,254.5584412,21,1,risky first
1093,1600,183.2211778,21,1,risky first
1216,1780,218.0114676,21,1,risky first
1396,1891,211.4734026,21,1,risky first
1576,2044,236.2392855,21,1,risky first
1756,2041,180.0249983,21,1,risky first
1936,1945,204,21,1,risky first
2008,1990,84.90583019,21,1,risky first
1828,1981,180.2248596,21,1,risky first
1648,2029,186.2900964,21,1,risky first
1468,1879,234.3074903,21,1,risky first
1288,2029,234.3074903,21,1,risky first
1108,1861,246.2194143,21,1,risky first
928,1954,202.6055281,21,1,risky first
748,1831,218.0114676,21,1,risky first
841,1654,199.9449924,21,1,risky first
1021,1567,199.922485,21,1,risky first
1201,1531,183.5647025,21,1,risky first
1381,1711,254.5584412,21,1,risky first
1561,1801,201.246118,21,1,risky first
1741,1789,180.3995565,21,1,risky first
1921,1618,248.276056,21,1,risky first
1969,1570,67.88225099,21,1,risky first
1858,1585,112.0089282,21,1,risky first
1687,1678,194.6535384,21,1,risky first
1507,1693,180.6239187,21,1,risky first
1327,1546,232.3983649,21,1,risky first
1147,1507,184.1765457,21,1,risky first
1174,1627,123,21,1,risky first
1354,1765,226.8126981,21,1,risky first
1534,1672,202.6055281,21,1,risky first
1714,1783,211.4734026,21,1,risky first
1894,1780,180.0249983,21,1,risky first
2065,1936,231.4670603,21,1,risky first
2182,2116,214.683488,21,1,risky first
2362,2158,184.8350616,21,1,risky first
2542,2305,232.3983649,21,1,risky first
2722,2395,201.246118,21,1,risky first
2902,2515,216.3330765,21,1,risky first
3082,2416,205.4288198,21,1,risky first
3262,2236,254.5584412,21,1,risky first
3151,2056,211.4734026,21,1,risky first
2971,1876,254.5584412,21,1,risky first
2791,1696,254.5584412,21,1,risky first
2611,1516,254.5584412,21,1,risky first
2431,1336,254.5584412,21,1,risky first
2251,1369,183,21,1,risky first
2071,1468,205.4288198,21,1,risky first
1891,1585,214.683488,21,1,risky first
1711,1741,238.1931989,21,1,risky first
1531,1567,250.3517525,21,1,risky first
1351,1489,196.1733927,21,1,risky first
1183,1438,175.5704987,21,1,risky first
1342,1291,216.5409892,21,1,risky first
1522,1432,228.6503881,21,1,risky first
1624,1318,152.9705854,21,1,risky first
1804,1189,221.4520264,21,1,risky first
1864,1369,189.7366596,21,1,risky first
2176,1996,69,22,0,safe first
2110,1816,191.7185437,22,0,safe first
2101,1636,180.2248596,22,0,safe first
2101,1456,180,22,0,safe first
2026,1276,195,22,0,safe first
2026,1333,57,22,0,safe first
2026,1513,180,22,0,safe first
2026,1693,180,22,0,safe first
2026,1873,180,22,0,safe first
2026,2011,138,22,0,safe first
2026,1831,180,22,0,safe first
2026,1651,180,22,0,safe first
2026,1471,180,22,0,safe first
2026,1300,171,22,0,safe first
1915,1300,111,22,0,safe first
1966,1144,164.1249524,22,0,safe first
2137,1177,174.1551033,22,0,safe first
2137,1357,180,22,0,safe first
2137,1537,180,22,0,safe first
2137,1717,180,22,0,safe first
2137,1897,180,22,0,safe first
2137,1993,96,22,0,safe first
2137,1813,180,22,0,safe first
2137,1633,180,22,0,safe first
2137,1453,180,22,0,safe first
2191,1273,187.9255172,22,0,safe first
2191,1093,180,22,0,safe first
2047,1075,145.1206395,22,0,safe first
2047,1084,9,22,0,safe first
2173,1105,127.7380131,22,0,safe first
2173,1285,180,22,0,safe first
2173,1465,180,22,0,safe first
2173,1645,180,22,0,safe first
2173,1825,180,22,0,safe first
2173,2005,180,22,0,safe first
2062,2056,122.1556384,22,0,safe first
2062,1876,180,22,0,safe first
1921,1696,228.6503881,22,0,safe first
1900,1516,181.2208597,22,0,safe first
1756,1336,230.5124725,22,0,safe first
1762,1156,180.0999722,22,0,safe first
1927,1060,190.8952592,22,0,safe first
1978,1168,119.4361754,22,0,safe first
1876,1012,186.3866948,22,0,safe first
1807,1063,85.80209788,22,0,safe first
1807,1243,180,22,0,safe first
1807,1423,180,22,0,safe first
1981,1603,250.3517525,22,0,safe first
2020,1783,184.1765457,22,0,safe first
2020,1963,180,22,0,safe first
1900,1999,125.2836781,22,0,safe first
1720,1819,254.5584412,22,0,safe first
1540,1777,184.8350616,22,0,safe first
1360,1792,180.6239187,22,0,safe first
1180,1759,183,22,0,safe first
1000,1921,242.1652328,22,0,safe first
820,1741,254.5584412,22,0,safe first
757,1561,190.7065809,22,0,safe first
937,1381,254.5584412,22,0,safe first
1117,1201,254.5584412,22,0,safe first
1258,1021,228.6503881,22,0,safe first
1078,841,254.5584412,22,0,safe first
1240,685,224.8999778,22,0,safe first
1420,790,208.3866598,22,0,safe first
1600,970,254.5584412,22,0,safe first
1780,985,180.6239187,22,0,safe first
1822,805,184.8350616,22,0,safe first
1834,736,70.03570518,22,0,safe first
2014,736,180,22,0,safe first
2191,817,194.6535384,22,0,safe first
2269,997,196.1733927,22,0,safe first
2170,1177,205.4288198,22,0,safe first
2170,1357,180,22,0,safe first
2179,1537,180.2248596,22,0,safe first
1999,1717,254.5584412,22,0,safe first
1819,1897,254.5584412,22,0,safe first
1639,2032,225,22,0,safe first
1459,1894,226.8126981,22,0,safe first
1279,1714,254.5584412,22,0,safe first
1099,1765,187.0855419,22,0,safe first
919,1945,254.5584412,22,0,safe first
760,2119,235.7053245,22,0,safe first
940,2119,180,22,0,safe first
1120,2251,223.2129029,22,0,safe first
1300,2431,254.5584412,22,0,safe first
1480,2521,201.246118,22,0,safe first
1660,2521,180,22,0,safe first
1840,2521,180,22,0,safe first
2020,2548,182.0137357,22,0,safe first
2200,2707,240.1686907,22,0,safe first
2278,2671,85.90692638,22,0,safe first
2326,2491,186.2900964,22,0,safe first
2326,2311,180,22,0,safe first
2452,2131,219.7180011,22,0,safe first
2632,2086,185.5397532,22,0,safe first
2812,2086,180,22,0,safe first
2992,2086,180,22,0,safe first
3112,1909,213.8434006,22,0,safe first
3145,1729,183,22,0,safe first
2965,1549,254.5584412,22,0,safe first
2893,1576,76.89603371,22,0,safe first
2857,1756,183.5647025,22,0,safe first
2677,1936,254.5584412,22,0,safe first
2497,2116,254.5584412,22,0,safe first
2317,2296,254.5584412,22,0,safe first
2266,2215,95.7183368,22,0,safe first
2086,2035,254.5584412,22,0,safe first
2143,2032,57.07889277,22,0,safe first
2140,1879,153.0294089,22,0,safe first
2320,1699,254.5584412,22,0,safe first
2500,1519,254.5584412,22,0,safe first
2680,1339,254.5584412,22,0,safe first
2860,1342,180.0249983,22,0,safe first
2824,1522,183.5647025,22,0,safe first
2644,1702,254.5584412,22,0,safe first
2464,1789,199.922485,22,0,safe first
2302,1684,193.0518065,22,0,safe first
2170,1786,166.8172653,22,0,safe first
2146,1966,181.5929514,22,0,safe first
2197,2053,100.8464179,22,0,safe first
2269,1876,191.0837513,22,0,safe first
2428,1813,171.0263138,22,0,safe first
2449,1633,181.2208597,22,0,safe first
2629,1567,191.7185437,22,0,safe first
2809,1564,180.0249983,22,0,safe first
2914,1459,148.492424,22,0,safe first
2734,1639,254.5584412,22,0,safe first
2554,1669,182.4828759,22,0,safe first
2374,1798,221.4520264,22,0,safe first
2194,1978,254.5584412,22,0,safe first
2215,2062,86.58521814,22,0,safe first
2395,1918,230.5124725,22,0,safe first
2575,1738,254.5584412,22,0,safe first
2755,1558,254.5584412,22,0,safe first
2830,1483,106.0660172,22,0,safe first
2923,1459,96.04686356,22,0,safe first
2743,1618,240.1686907,22,0,safe first
2563,1798,254.5584412,22,0,safe first
2383,1849,187.0855419,22,0,safe first
2224,1792,168.9082591,22,0,safe first
2224,1972,180,22,0,safe first
2140,2116,166.7093279,22,0,safe first
2320,1975,228.6503881,22,0,safe first
2500,1795,254.5584412,22,0,safe first
2680,1615,254.5584412,22,0,safe first
2860,1435,254.5584412,22,0,safe first
2818,1396,57.31491952,22,0,safe first
2638,1576,254.5584412,22,0,safe first
2458,1756,254.5584412,22,0,safe first
2278,1936,254.5584412,22,0,safe first
2167,2092,191.4601786,22,0,safe first
2347,2002,201.246118,22,0,safe first
2527,1822,254.5584412,22,0,safe first
2707,1642,254.5584412,22,0,safe first
2887,1462,254.5584412,22,0,safe first
2761,1630,210,22,0,safe first
2581,1810,254.5584412,22,0,safe first
2401,1990,254.5584412,22,0,safe first
2221,1981,180.2248596,22,0,safe first
2206,2059,79.42921377,22,0,safe first
2167,2059,39,22,0,safe first
2347,1903,238.1931989,22,0,safe first
2527,1789,213.0633709,22,0,safe first
2707,1681,209.9142682,22,0,safe first
2887,1501,254.5584412,22,0,safe first
2833,1588,102.396289,22,0,safe first
2653,1768,254.5584412,22,0,safe first
2473,1948,254.5584412,22,0,safe first
2293,2113,244.1823089,22,0,safe first
2113,2086,182.0137357,22,0,safe first
2248,2062,137.1167386,22,0,safe first
2428,2050,180.3995565,22,0,safe first
2608,1870,254.5584412,22,0,safe first
2788,1690,254.5584412,22,0,safe first
2968,1510,254.5584412,22,0,safe first
2890,1609,126.0357092,22,0,safe first
2710,1789,254.5584412,22,0,safe first
2530,1969,254.5584412,22,0,safe first
2350,1978,180.2248596,22,0,safe first
2170,2077,205.4288198,22,0,safe first
2137,2077,33,22,0,safe first
2293,2026,164.1249524,22,0,safe first
2473,1846,254.5584412,22,0,safe first
2653,1666,254.5584412,22,0,safe first
2833,1534,223.2129029,22,0,safe first
2848,1543,17.49285568,22,0,safe first
2668,1723,254.5584412,22,0,safe first
2488,1882,240.1686907,22,0,safe first
2308,1939,188.8094277,22,0,safe first
2167,2119,228.6503881,22,0,safe first
2140,2071,55.07267925,22,0,safe first
2320,1987,198.6353443,22,0,safe first
2500,1807,254.5584412,22,0,safe first
2680,1627,254.5584412,22,0,safe first
2860,1447,254.5584412,22,0,safe first
2773,1591,168.2408987,22,0,safe first
2593,1771,254.5584412,22,0,safe first
2413,1951,254.5584412,22,0,safe first
2233,2077,219.7180011,22,0,safe first
2155,2077,78,22,0,safe first
2335,1942,225,22,0,safe first
2515,1876,191.7185437,22,0,safe first
2695,1735,228.6503881,22,0,safe first
2875,1555,254.5584412,22,0,safe first
2887,1570,19.20937271,22,0,safe first
2917,1417,155.9134375,22,0,safe first
2758,1321,185.7336803,22,0,safe first
2578,1141,254.5584412,22,0,safe first
2398,1123,180.8977612,22,0,safe first
2218,1090,183,22,0,safe first
2206,952,138.5207566,22,0,safe first
2179,787,167.1944975,22,0,safe first
2053,847,139.5564402,22,0,safe first
1990,979,146.2634609,22,0,safe first
1921,1096,135.8307771,22,0,safe first
1936,1156,61.84658438,22,0,safe first
1927,982,174.2326031,22,0,safe first
2026,895,131.7952958,22,0,safe first
2128,808,134.0634178,22,0,safe first
2161,973,168.2676439,22,0,safe first
2161,1153,180,22,0,safe first
2161,1333,180,22,0,safe first
2074,1513,199.922485,22,0,safe first
2125,1693,187.0855419,22,0,safe first
2125,1873,180,22,0,safe first
2125,2053,180,22,0,safe first
2125,2233,180,22,0,safe first
2125,2413,180,22,0,safe first
2125,2593,180,22,0,safe first
2185,2773,189.7366596,22,0,safe first
2365,2953,254.5584412,22,0,safe first
2545,2953,180,22,0,safe first
2725,2953,180,22,0,safe first
2905,2953,180,22,0,safe first
3010,2803,183.0983342,22,0,safe first
3190,2803,180,22,0,safe first
3229,2656,152.0855023,22,0,safe first
3049,2656,180,22,0,safe first
2869,2524,223.2129029,22,0,safe first
2761,2344,209.9142682,22,0,safe first
2656,2164,208.3866598,22,0,safe first
2476,1984,254.5584412,22,0,safe first
2296,1984,180,22,0,safe first
2116,1939,185.5397532,22,0,safe first
1936,1828,211.4734026,22,0,safe first
1756,1819,180.2248596,22,0,safe first
1576,1639,254.5584412,22,0,safe first
1414,1474,231.2336481,22,0,safe first
1591,1414,186.8930175,22,0,safe first
1741,1234,234.3074903,22,0,safe first
1741,1054,180,22,0,safe first
1741,874,180,22,0,safe first
1840,724,179.7247896,22,0,safe first
2020,724,180,22,0,safe first
2041,898,175.26266,22,0,safe first
1936,979,132.6122166,22,0,safe first
1915,1147,169.3074127,22,0,safe first
1924,1165,20.1246118,22,0,safe first
1927,985,180.0249983,22,0,safe first
2044,904,142.3024947,22,0,safe first
2116,784,139.9428455,22,0,safe first
2164,934,157.492857,22,0,safe first
2164,1114,180,22,0,safe first
2164,1294,180,22,0,safe first
2164,1474,180,22,0,safe first
2164,1654,180,22,0,safe first
2137,1834,182.0137357,22,0,safe first
2122,2014,180.6239187,22,0,safe first
2143,1855,160.3807969,22,0,safe first
2221,1675,196.1733927,22,0,safe first
2236,1495,180.6239187,22,0,safe first
2194,1315,184.8350616,22,0,safe first
2194,1135,180,22,0,safe first
2194,955,180,22,0,safe first
2125,820,151.6113452,22,0,safe first
2056,931,130.6981255,22,0,safe first
1933,1012,147.2752525,22,0,safe first
1972,1180,172.4673882,22,0,safe first
1927,1048,139.4596716,22,0,safe first
1927,991,57,22,0,safe first
2026,901,133.7946187,22,0,safe first
2137,802,148.7346631,22,0,safe first
2179,976,178.9972067,22,0,safe first
2179,1156,180,22,0,safe first
2179,1336,180,22,0,safe first
2179,1516,180,22,0,safe first
2179,1696,180,22,0,safe first
2179,1876,180,22,0,safe first
2119,2056,189.7366596,22,0,safe first
2182,1981,97.9489663,22,0,safe first
2182,1801,180,22,0,safe first
2308,1621,219.7180011,22,0,safe first
2488,1453,246.2194143,22,0,safe first
2668,1453,180,22,0,safe first
2848,1453,180,22,0,safe first
2887,1504,64.20280368,22,0,safe first
2707,1684,254.5584412,22,0,safe first
2527,1864,254.5584412,22,0,safe first
2497,1894,42.42640687,22,0,safe first
2461,2065,180,22,1,safe first
2494,1912,156.5183695,22,1,safe first
2467,1741,173.1184566,22,1,safe first
2287,1741,180,22,1,safe first
2107,1741,180,22,1,safe first
1942,1777,168.8816153,22,1,safe first
1834,1957,209.9142682,22,1,safe first
1654,2137,254.5584412,22,1,safe first
1474,2317,254.5584412,22,1,safe first
1645,2347,173.6116356,22,1,safe first
1825,2383,183.5647025,22,1,safe first
1828,2479,96.04686356,22,1,safe first
1828,2428,51,22,1,safe first
1828,2536,108,22,1,safe first
1828,2716,180,22,1,safe first
1960,2788,150.359569,22,1,safe first
