x,y,DISTANCE,n,risk,safe_first
2302,1126,0,27,1,risky first
2302,1126,0,27,1,risky first
2302,1126,0,27,1,risky first
2302,1123,3,27,1,risky first
2302,1111,12,27,1,risky first
2167,1162,144.3121616,27,1,risky first
1996,1240,187.9494613,27,1,risky first
1837,1420,240.1686907,27,1,risky first
1903,1537,134.3316791,27,1,risky first
1951,1675,146.1095479,27,1,risky first
2047,1807,163.2176461,27,1,risky first
2071,1927,122.3764683,27,1,risky first
2071,2005,78,27,1,risky first
1969,1825,206.8912758,27,1,risky first
1978,1645,180.2248596,27,1,risky first
2014,1465,183.5647025,27,1,risky first
2035,1285,181.2208597,27,1,risky first
1855,1105,254.5584412,27,1,risky first
1675,925,254.5584412,27,1,risky first
1672,748,177.0254219,27,1,risky first
1852,748,180,27,1,risky first
2032,748,180,27,1,risky first
2212,748,180,27,1,risky first
2392,922,250.3517525,27,1,risky first
2386,1102,180.0999722,27,1,risky first
2224,1279,239.9437434,27,1,risky first
2140,1213,106.8269629,27,1,risky first
2107,1360,150.6585544,27,1,risky first
2107,1540,180,27,1,risky first
2107,1720,180,27,1,risky first
2083,1900,181.5929514,27,1,risky first
2083,2056,156,27,1,risky first
2050,1894,165.3269488,27,1,risky first
1978,1714,193.8659331,27,1,risky first
1960,1579,136.1947136,27,1,risky first
1999,1399,184.1765457,27,1,risky first
2068,1219,192.7718859,27,1,risky first
2116,1222,48.09365863,27,1,risky first
2026,1402,201.246118,27,1,risky first
2038,1582,180.3995565,27,1,risky first
2059,1762,181.2208597,27,1,risky first
2074,1942,180.6239187,27,1,risky first
2074,2020,78,27,1,risky first
2074,1840,180,27,1,risky first
2074,1660,180,27,1,risky first
2074,1498,162,27,1,risky first
2104,1318,182.4828759,27,1,risky first
2266,1153,231.2336481,27,1,risky first
2347,1081,108.3743512,27,1,risky first
2365,1081,18,27,1,risky first
2446,1081,81,27,1,risky first
2626,1246,244.1823089,27,1,risky first
2791,1426,244.1823089,27,1,risky first
2611,1606,254.5584412,27,1,risky first
2431,1786,254.5584412,27,1,risky first
2251,1762,181.5929514,27,1,risky first
2071,1603,240.1686907,27,1,risky first
1924,1423,232.3983649,27,1,risky first
2050,1318,164.0152432,27,1,risky first
2104,1216,115.4123044,27,1,risky first
2062,1162,68.41052551,27,1,risky first
1882,1231,192.7718859,27,1,risky first
1702,1168,190.7065809,27,1,risky first
1522,1129,184.1765457,27,1,risky first
1342,1204,195,27,1,risky first
1162,1381,252.4460338,27,1,risky first
1168,1354,27.65863337,27,1,risky first
1168,1333,21,27,1,risky first
1033,1279,145.3994498,27,1,risky first
991,1435,161.5549442,27,1,risky first
910,1615,197.3854098,27,1,risky first
1009,1795,205.4288198,27,1,risky first
1189,1975,254.5584412,27,1,risky first
1369,2083,209.9142682,27,1,risky first
1549,1936,232.3983649,27,1,risky first
1729,1819,214.683488,27,1,risky first
1840,1981,196.3797342,27,1,risky first
2020,2035,187.9255172,27,1,risky first
1987,2104,76.4852927,27,1,risky first
1807,1969,225,27,1,risky first
1627,1807,242.1652328,27,1,risky first
1447,1699,209.9142682,27,1,risky first
1267,1639,189.7366596,27,1,risky first
1096,1639,171,27,1,risky first
916,1639,180,27,1,risky first
889,1681,49.92995093,27,1,risky first
889,1618,63,27,1,risky first
859,1555,69.7782201,27,1,risky first
958,1555,99,27,1,risky first
871,1555,87,27,1,risky first
871,1555,0,27,1,risky first
871,1555,0,27,1,risky first
871,1375,180,27,1,risky first
871,1474,99,27,1,risky first
877,1654,180.0999722,27,1,risky first
967,1708,104.9571341,27,1,risky first
1000,1681,42.63801121,27,1,risky first
922,1501,196.1733927,27,1,risky first
922,1441,60,27,1,risky first
922,1621,180,27,1,risky first
892,1663,51.6139516,27,1,risky first
892,1507,156,27,1,risky first
934,1327,184.8350616,27,1,risky first
898,1342,39,27,1,risky first
898,1522,180,27,1,risky first
898,1702,180,27,1,risky first
1018,1882,216.3330765,27,1,risky first
1198,2062,254.5584412,27,1,risky first
1378,2242,254.5584412,27,1,risky first
1558,2350,209.9142682,27,1,risky first
1738,2269,197.3854098,27,1,risky first
1918,2089,254.5584412,27,1,risky first
2098,1909,254.5584412,27,1,risky first
2278,1729,254.5584412,27,1,risky first
2458,1549,254.5584412,27,1,risky first
2638,1369,254.5584412,27,1,risky first
2818,1189,254.5584412,27,1,risky first
2764,1084,118.0720119,27,1,risky first
2584,904,254.5584412,27,1,risky first
2404,724,254.5584412,27,1,risky first
2224,685,184.1765457,27,1,risky first
2044,811,219.7180011,27,1,risky first
1864,877,191.7185437,27,1,risky first
1684,958,197.3854098,27,1,risky first
1504,1072,213.0633709,27,1,risky first
1324,1141,192.7718859,27,1,risky first
1144,1225,198.6353443,27,1,risky first
1150,1342,117.1537451,27,1,risky first
1243,1390,104.6565813,27,1,risky first
1243,1324,66,27,1,risky first
2176,1864,180,28,0,safe first
2242,1684,191.7185437,28,0,safe first
2389,1504,232.3983649,28,0,safe first
2425,1324,183.5647025,28,0,safe first
2398,1144,182.0137357,28,0,safe first
2440,964,184.8350616,28,0,safe first
2404,784,183.5647025,28,0,safe first
2224,760,181.5929514,28,0,safe first
2044,760,180,28,0,safe first
1864,760,180,28,0,safe first
1684,760,180,28,0,safe first
1504,802,184.8350616,28,0,safe first
1324,802,180,28,0,safe first
1144,808,180.0999722,28,0,safe first
964,769,184.1765457,28,0,safe first
784,769,180,28,0,safe first
739,916,153.7335357,28,0,safe first
919,1096,254.5584412,28,0,safe first
979,1276,189.7366596,28,0,safe first
979,1456,180,28,0,safe first
940,1636,184.1765457,28,0,safe first
901,1816,184.1765457,28,0,safe first
901,1996,180,28,0,safe first
901,2176,180,28,0,safe first
1012,2356,211.4734026,28,0,safe first
1117,2536,208.3866598,28,0,safe first
1297,2716,254.5584412,28,0,safe first
1477,2896,254.5584412,28,0,safe first
1657,3037,228.6503881,28,0,safe first
1837,3037,180,28,0,safe first
2017,3037,180,28,0,safe first
2197,2956,197.3854098,28,0,safe first
2377,2875,197.3854098,28,0,safe first
2557,2875,180,28,0,safe first
2737,2875,180,28,0,safe first
2917,2875,180,28,0,safe first
3097,2860,180.6239187,28,0,safe first
3277,2992,223.2129029,28,0,safe first
3346,2830,176.0823671,28,0,safe first
3262,2650,198.6353443,28,0,safe first
3214,2470,186.2900964,28,0,safe first
3214,2290,180,28,0,safe first
3214,2110,180,28,0,safe first
3190,1930,181.5929514,28,0,safe first
3010,1750,254.5584412,28,0,safe first
2953,1570,188.8094277,28,0,safe first
2863,1468,136.0294086,28,0,safe first
2683,1648,254.5584412,28,0,safe first
2503,1828,254.5584412,28,0,safe first
2323,1879,187.0855419,28,0,safe first
2143,2059,254.5584412,28,0,safe first
2197,1963,110.1453585,28,0,safe first
2377,1783,254.5584412,28,0,safe first
2557,1603,254.5584412,28,0,safe first
2737,1531,193.8659331,28,0,safe first
2836,1495,105.3422992,28,0,safe first
2917,1450,92.66067127,28,0,safe first
2737,1576,219.7180011,28,0,safe first
2557,1756,254.5584412,28,0,safe first
2377,1936,254.5584412,28,0,safe first
2197,2026,201.246118,28,0,safe first
2134,2002,67.41661516,28,0,safe first
2314,1822,254.5584412,28,0,safe first
2494,1642,254.5584412,28,0,safe first
2674,1462,254.5584412,28,0,safe first
2779,1282,208.3866598,28,0,safe first
2959,1384,206.8912758,28,0,safe first
2863,1252,163.2176461,28,0,safe first
2683,1327,195,28,0,safe first
2503,1507,254.5584412,28,0,safe first
2323,1687,254.5584412,28,0,safe first
2143,1867,254.5584412,28,0,safe first
2095,2029,168.9615341,28,0,safe first
2233,1852,224.4393014,28,0,safe first
2413,1672,254.5584412,28,0,safe first
2593,1492,254.5584412,28,0,safe first
2773,1312,254.5584412,28,0,safe first
2953,1402,201.246118,28,0,safe first
2800,1303,182.2361106,28,0,safe first
2620,1483,254.5584412,28,0,safe first
2440,1663,254.5584412,28,0,safe first
2260,1843,254.5584412,28,0,safe first
2080,2020,252.4460338,28,0,safe first
2173,1855,189.4043294,28,0,safe first
2353,1675,254.5584412,28,0,safe first
2533,1495,254.5584412,28,0,safe first
2701,1315,246.2194143,28,0,safe first
2743,1135,184.8350616,28,0,safe first
2836,955,202.6055281,28,0,safe first
2989,1045,177.5077463,28,0,safe first
2980,1204,159.2545133,28,0,safe first
2902,1249,90.04998612,28,0,safe first
2932,1372,126.6056871,28,0,safe first
2881,1273,111.3642672,28,0,safe first
2929,1204,84.05355436,28,0,safe first
2968,1066,143.4050208,28,0,safe first
2902,889,188.9047379,28,0,safe first
2752,841,157.492857,28,0,safe first
2572,1021,254.5584412,28,0,safe first
2407,1201,244.1823089,28,0,safe first
2248,1381,240.1686907,28,0,safe first
2182,1561,191.7185437,28,0,safe first
2137,1741,185.5397532,28,0,safe first
2101,1921,183.5647025,28,0,safe first
1996,1927,105.1712889,28,0,safe first
2032,1747,183.5647025,28,0,safe first
2002,1567,182.4828759,28,0,safe first
2002,1387,180,28,0,safe first
2002,1234,153,28,0,safe first
2086,1402,187.8297101,28,0,safe first
2086,1582,180,28,0,safe first
2086,1762,180,28,0,safe first
2086,1942,180,28,0,safe first
2086,1912,30,28,0,safe first
2053,1732,183,28,0,safe first
2014,1552,184.1765457,28,0,safe first
2014,1372,180,28,0,safe first
1984,1207,167.7050983,28,0,safe first
2074,1384,198.5673689,28,0,safe first
2074,1564,180,28,0,safe first
2074,1744,180,28,0,safe first
2074,1924,180,28,0,safe first
2035,1936,40.80441153,28,0,safe first
2032,1756,180.0249983,28,0,safe first
2032,1576,180,28,0,safe first
2032,1396,180,28,0,safe first
2005,1231,167.1944975,28,0,safe first
2032,1405,176.0823671,28,0,safe first
2056,1585,181.5929514,28,0,safe first
2074,1765,180.8977612,28,0,safe first
2074,1945,180,28,0,safe first
2050,1903,48.37354649,28,0,safe first
2050,1723,180,28,0,safe first
2050,1543,180,28,0,safe first
2029,1363,181.2208597,28,0,safe first
1999,1219,147.0918081,28,0,safe first
2068,1399,192.7718859,28,0,safe first
2080,1579,180.3995565,28,0,safe first
2056,1759,181.5929514,28,0,safe first
2083,1939,182.0137357,28,0,safe first
2083,1921,18,28,0,safe first
2083,1741,180,28,0,safe first
2056,1561,182.0137357,28,0,safe first
2023,1381,183,28,0,safe first
2005,1258,124.3100961,28,0,safe first
2029,1438,181.5929514,28,0,safe first
2062,1618,183,28,0,safe first
2080,1798,180.8977612,28,0,safe first
2080,1978,180,28,0,safe first
2080,1912,66,28,0,safe first
2080,1732,180,28,0,safe first
2065,1552,180.6239187,28,0,safe first
2038,1372,182.0137357,28,0,safe first
1972,1264,126.5701387,28,0,safe first
1993,1315,55.15432893,28,0,safe first
2095,1495,206.8912758,28,0,safe first
2095,1675,180,28,0,safe first
2095,1855,180,28,0,safe first
2095,2035,180,28,0,safe first
2095,1933,102,28,0,safe first
2095,1753,180,28,0,safe first
2029,1573,191.7185437,28,0,safe first
2029,1393,180,28,0,safe first
2005,1219,175.647374,28,0,safe first
2092,1390,191.8593235,28,0,safe first
2092,1570,180,28,0,safe first
2071,1750,181.2208597,28,0,safe first
2083,1930,180.3995565,28,0,safe first
2083,1936,6,28,0,safe first
2083,1756,180,28,0,safe first
2032,1576,187.0855419,28,0,safe first
2032,1396,180,28,0,safe first
2002,1216,182.4828759,28,0,safe first
2002,1333,117,28,0,safe first
2053,1513,187.0855419,28,0,safe first
2068,1693,180.6239187,28,0,safe first
2068,1873,180,28,0,safe first
2068,1999,126,28,0,safe first
2068,1819,180,28,0,safe first
2068,1639,180,28,0,safe first
2068,1459,180,28,0,safe first
2047,1279,181.2208597,28,0,safe first
2008,1258,44.29446918,28,0,safe first
2086,1438,196.1733927,28,0,safe first
2110,1618,181.5929514,28,0,safe first
2107,1798,180.0249983,28,0,safe first
2083,1978,181.5929514,28,0,safe first
2083,1888,90,28,0,safe first
2083,1708,180,28,0,safe first
2068,1528,180.6239187,28,0,safe first
2020,1348,186.2900964,28,0,safe first
2005,1270,79.42921377,28,0,safe first
2122,1450,214.683488,28,0,safe first
2122,1630,180,28,0,safe first
2122,1810,180,28,0,safe first
2098,1990,181.5929514,28,0,safe first
2098,1975,15,28,0,safe first
2098,1810,165,28,0,safe first
2098,1630,180,28,0,safe first
2098,1450,180,28,0,safe first
2020,1270,196.1733927,28,0,safe first
2071,1297,57.70615219,28,0,safe first
2191,1249,129.2439554,28,0,safe first
2371,1069,254.5584412,28,0,safe first
2551,889,254.5584412,28,0,safe first
2731,892,180.0249983,28,0,safe first
2911,970,196.1733927,28,0,safe first
2992,1090,144.7791421,28,0,safe first
2935,1219,141.0319113,28,0,safe first
2875,1345,139.5564402,28,0,safe first
2929,1357,55.31726674,28,0,safe first
2860,1246,130.6981255,28,0,safe first
2992,1144,166.8172653,28,0,safe first
2902,964,201.246118,28,0,safe first
2791,1024,126.1784451,28,0,safe first
2617,1123,200.1924074,28,0,safe first
2518,1303,205.4288198,28,0,safe first
2338,1483,254.5584412,28,0,safe first
2158,1663,254.5584412,28,0,safe first
2008,1843,234.3074903,28,0,safe first
2059,2023,187.0855419,28,0,safe first
2119,1915,123.5475617,28,0,safe first
2266,1735,232.3983649,28,0,safe first
2446,1555,254.5584412,28,0,safe first
2626,1432,218.0114676,28,0,safe first
2713,1252,199.922485,28,0,safe first
2746,1072,183,28,0,safe first
2788,994,88.58893836,28,0,safe first
2962,979,174.6453549,28,0,safe first
2962,1159,180,28,0,safe first
2908,1249,104.9571341,28,0,safe first
2869,1324,84.53401682,28,0,safe first
2959,1405,121.0826164,28,0,safe first
2845,1285,165.5173707,28,0,safe first
2923,1210,108.2081328,28,0,safe first
2989,1087,139.5886815,28,0,safe first
2887,985,144.2497834,28,0,safe first
2707,1051,191.7185437,28,0,safe first
2527,1231,254.5584412,28,0,safe first
2365,1411,242.1652328,28,0,safe first
2185,1591,254.5584412,28,0,safe first
2014,1771,248.276056,28,0,safe first
2050,1951,183.5647025,28,0,safe first
2188,1888,151.7003626,28,0,safe first
2368,1708,254.5584412,28,0,safe first
2548,1528,254.5584412,28,0,safe first
2668,1348,216.3330765,28,0,safe first
2722,1168,187.9255172,28,0,safe first
2809,988,199.922485,28,0,safe first
2974,1024,168.8816153,28,0,safe first
2962,1204,180.3995565,28,0,safe first
2857,1258,118.0720119,28,0,safe first
2896,1387,134.7664647,28,0,safe first
2848,1342,65.7951366,28,0,safe first
2947,1207,167.4096771,28,0,safe first
2971,1051,157.8353573,28,0,safe first
2791,994,188.8094277,28,0,safe first
2701,1174,201.246118,28,0,safe first
2701,1354,180,28,0,safe first
2542,1534,240.1686907,28,0,safe first
2362,1714,254.5584412,28,0,safe first
2182,1894,254.5584412,28,0,safe first
2047,1975,157.4357012,28,0,safe first
2215,1795,246.2194143,28,0,safe first
2395,1615,254.5584412,28,0,safe first
2575,1435,254.5584412,28,0,safe first
2683,1255,209.9142682,28,0,safe first
2749,1075,191.7185437,28,0,safe first
2872,970,161.7219837,28,0,safe first
2980,1060,140.5844942,28,0,safe first
2947,1228,171.2103969,28,0,safe first
2887,1339,126.1784451,28,0,safe first
2869,1384,48.46648326,28,0,safe first
2902,1231,156.5183695,28,0,safe first
3013,1117,159.1131673,28,0,safe first
2893,973,187.4459922,28,0,safe first
2746,1063,172.3629891,28,0,safe first
2746,1243,180,28,0,safe first
2698,1423,186.2900964,28,0,safe first
2518,1603,254.5584412,28,0,safe first
2338,1783,254.5584412,28,0,safe first
2158,1963,254.5584412,28,0,safe first
2110,1948,50.28916384,28,0,safe first
2290,1768,254.5584412,28,0,safe first
2470,1588,254.5584412,28,0,safe first
2650,1408,254.5584412,28,0,safe first
2698,1228,186.2900964,28,0,safe first
2770,1048,193.8659331,28,0,safe first
2923,979,167.8392088,28,0,safe first
2971,1120,148.946299,28,0,safe first
2869,1243,159.7904878,28,0,safe first
2902,1387,147.732867,28,0,safe first
2866,1324,72.56031973,28,0,safe first
2983,1180,185.5397532,28,0,safe first
2938,1000,185.5397532,28,0,safe first
2815,1024,125.3195914,28,0,safe first
2737,1069,90.04998612,28,0,safe first
2737,1069,0,28,0,safe first
2737,1069,0,28,0,safe first
2365,2104,166.63,28,1,safe first
2545,2284,254.5584412,28,1,safe first
2725,2464,254.5584412,28,1,safe first
2644,2644,197.3854098,28,1,safe first
2617,2794,152.4106296,28,1,safe first
2524,2893,135.8307771,28,1,safe first
2344,3016,218.0114676,28,1,safe first
2164,2950,191.7185437,28,1,safe first
1984,2770,254.5584412,28,1,safe first
1804,2590,254.5584412,28,1,safe first
1624,2410,254.5584412,28,1,safe first
1444,2230,254.5584412,28,1,safe first
1435,2050,180.2248596,28,1,safe first
1489,1870,187.9255172,28,1,safe first
1654,1690,244.1823089,28,1,safe first
1834,1510,254.5584412,28,1,safe first
2014,1330,254.5584412,28,1,safe first
2131,1249,142.3024947,28,1,safe first
2068,1429,190.7065809,28,1,safe first
2167,1609,205.4288198,28,1,safe first
2017,1789,234.3074903,28,1,safe first
2077,1969,189.7366596,28,1,safe first
2092,2023,56.04462508,28,1,safe first
2092,2083,60,28,1,safe first
2092,1915,168,28,1,safe first
2026,1735,191.7185437,28,1,safe first
1954,1555,193.8659331,28,1,safe first
2059,1375,208.3866598,28,1,safe first
1948,1276,148.7346631,28,1,safe first
2104,1156,196.8146336,28,1,safe first
1975,1219,143.5618334,28,1,safe first
1987,1399,180.3995565,28,1,safe first
2071,1579,198.6353443,28,1,safe first
2071,1759,180,28,1,safe first
1990,1762,81.05553652,28,1,safe first
2167,1774,177.4063133,28,1,safe first
2281,1855,139.8463442,28,1,safe first
2329,1876,52.39274759,28,1,safe first
2329,1696,180,28,1,safe first
2359,1516,182.4828759,28,1,safe first
2290,1336,192.7718859,28,1,safe first
2194,1180,183.1720503,28,1,safe first
2014,1180,180,28,1,safe first
1834,1180,180,28,1,safe first
1654,1180,180,28,1,safe first
1474,1180,180,28,1,safe first
1294,1303,218.0114676,28,1,safe first
1201,1483,202.6055281,28,1,safe first
1381,1615,223.2129029,28,1,safe first
1561,1735,216.3330765,28,1,safe first
1741,1735,180,28,1,safe first
1921,1600,225,28,1,safe first
2101,1540,189.7366596,28,1,safe first
2236,1633,163.9329131,28,1,safe first
2122,1813,213.0633709,28,1,safe first
2077,1993,185.5397532,28,1,safe first
1930,2149,214.3478481,28,1,safe first
1750,2149,180,28,1,safe first
1570,1972,252.4460338,28,1,safe first
1441,1792,221.4520264,28,1,safe first
1321,1612,216.3330765,28,1,safe first
1195,1432,219.7180011,28,1,safe first
1183,1564,132.5443322,28,1,safe first
1276,1744,202.6055281,28,1,safe first
1456,1789,185.5397532,28,1,safe first
1636,1789,180,28,1,safe first
1816,1789,180,28,1,safe first
1996,1879,201.246118,28,1,safe first
2059,2038,171.0263138,28,1,safe first
2014,2134,106.0235823,28,1,safe first
1969,2113,49.65883607,28,1,safe first
1840,1933,221.4520264,28,1,safe first
1660,1753,254.5584412,28,1,safe first
1480,1573,254.5584412,28,1,safe first
1300,1489,198.6353443,28,1,safe first
1120,1483,180.0999722,28,1,safe first
1120,1663,180,28,1,safe first
1207,1843,199.922485,28,1,safe first
1387,2005,242.1652328,28,1,safe first
1567,2005,180,28,1,safe first
1747,2002,180.0249983,28,1,safe first
1927,1984,180.8977612,28,1,safe first
2092,2002,165.9789143,28,1,safe first
2092,1822,180,28,1,safe first
2092,1642,180,28,1,safe first
1996,1462,204,28,1,safe first
1912,1297,185.1512895,28,1,safe first
1945,1117,183,28,1,safe first
1957,1012,105.6834897,28,1,safe first
2113,1081,170.5784277,28,1,safe first
2104,1204,123.3288287,28,1,safe first
2104,1144,60,28,1,safe first
1939,985,229.1418774,28,1,safe first
1759,1027,184.8350616,28,1,safe first
1630,1207,221.4520264,28,1,safe first
1498,1387,223.2129029,28,1,safe first
1429,1567,192.7718859,28,1,safe first
1609,1747,254.5584412,28,1,safe first
1789,1798,187.0855419,28,1,safe first
1969,1885,199.922485,28,1,safe first
2011,2026,147.122398,28,1,safe first
1831,1993,183,28,1,safe first
1651,1975,180.8977612,28,1,safe first
1471,1915,189.7366596,28,1,safe first
1291,1771,230.5124725,28,1,safe first
1219,1591,193.8659331,28,1,safe first
1144,1420,186.7243958,28,1,safe first
964,1546,219.7180011,28,1,safe first
934,1726,182.4828759,28,1,safe first
991,1906,188.8094277,28,1,safe first
1081,2086,201.246118,28,1,safe first
1261,2209,218.0114676,28,1,safe first
1441,2209,180,28,1,safe first
1621,2209,180,28,1,safe first
1801,2209,180,28,1,safe first
1951,2116,176.490793,28,1,safe first
1999,2026,102,28,1,safe first
1819,2026,180,28,1,safe first
1639,2026,180,28,1,safe first
1459,2005,181.2208597,28,1,safe first
1297,1882,203.4035398,28,1,safe first
1117,1876,180.0999722,28,1,safe first
937,1711,244.1823089,28,1,safe first
817,1636,141.509717,28,1,safe first
916,1456,205.4288198,28,1,safe first
1024,1336,161.4434886,28,1,safe first
1204,1156,254.5584412,28,1,safe first
1384,1111,185.5397532,28,1,safe first
1564,1126,180.6239187,28,1,safe first
1744,1282,238.1931989,28,1,safe first
1924,1252,182.4828759,28,1,safe first
1957,1147,110.063618,28,1,safe first
1891,997,163.8780034,28,1,safe first
1774,856,183.2211778,28,1,safe first
1594,856,180,28,1,safe first
1414,976,216.3330765,28,1,safe first
1276,1156,226.8126981,28,1,safe first
1219,1336,188.8094277,28,1,safe first
1306,1516,199.922485,28,1,safe first
1486,1642,219.7180011,28,1,safe first
1666,1723,197.3854098,28,1,safe first
1846,1807,198.6353443,28,1,safe first
2026,1987,254.5584412,28,1,safe first
2017,2110,123.3288287,28,1,safe first
1948,1966,159.6778006,28,1,safe first
1768,1786,254.5584412,28,1,safe first
1588,1606,254.5584412,28,1,safe first
1408,1546,189.7366596,28,1,safe first
1228,1462,198.6353443,28,1,safe first
1321,1600,166.412139,28,1,safe first
1501,1702,206.8912758,28,1,safe first
1681,1810,209.9142682,28,1,safe first
1861,1858,186.2900964,28,1,safe first
2038,2029,246.1097316,28,1,safe first
1921,1864,202.272094,28,1,safe first
1741,1762,206.8912758,28,1,safe first
1561,1582,254.5584412,28,1,safe first
1381,1471,211.4734026,28,1,safe first
1201,1468,180.0249983,28,1,safe first
1369,1648,246.2194143,28,1,safe first
1525,1726,174.4133022,28,1,safe first
1705,1780,187.9255172,28,1,safe first
1885,1897,214.683488,28,1,safe first
2065,2023,219.7180011,28,1,safe first
2059,1915,108.1665383,28,1,safe first
2128,1744,184.3963123,28,1,safe first
2230,1564,206.8912758,28,1,safe first
2266,1384,183.5647025,28,1,safe first
2266,1204,180,28,1,safe first
2239,1075,131.7952958,28,1,safe first
2236,1048,27.16615541,28,1,safe first
2212,1069,31.89043744,28,1,safe first
2212,1009,60,28,1,safe first
2095,952,130.1460718,28,1,safe first
2050,1084,139.4596716,28,1,safe first
2101,1093,51.7880295,28,1,safe first
1942,1069,160.8011194,28,1,safe first
1942,1228,159,28,1,safe first
1954,1348,120.5985075,28,1,safe first
2029,1528,195,28,1,safe first
2053,1708,181.5929514,28,1,safe first
2053,1888,180,28,1,safe first
2053,1996,108,28,1,safe first
2053,1816,180,28,1,safe first
2053,1636,180,28,1,safe first
2005,1456,186.2900964,28,1,safe first
2014,1300,156.2593997,28,1,safe first
1915,1255,108.7474138,28,1,safe first
1915,1075,180,28,1,safe first
1915,895,180,28,1,safe first
1984,715,192.7718859,28,1,safe first
2164,748,183,28,1,safe first
2164,739,9,28,1,safe first
1984,706,183,28,1,safe first
1804,706,180,28,1,safe first
1624,841,225,28,1,safe first
1444,1021,254.5584412,28,1,safe first
1264,1120,205.4288198,28,1,safe first
1105,1300,240.1686907,28,1,safe first
1213,1480,209.9142682,28,1,safe first
1351,1660,226.8126981,28,1,safe first
1444,1831,194.6535384,28,1,safe first
1624,1831,180,28,1,safe first
1804,1831,180,28,1,safe first
1984,1933,206.8912758,28,1,safe first
2005,2032,101.2027668,28,1,safe first
1825,2032,180,28,1,safe first
1645,2017,180.6239187,28,1,safe first
1465,1837,254.5584412,28,1,safe first
1285,1657,254.5584412,28,1,safe first
1192,1477,202.6055281,28,1,safe first
1012,1567,201.246118,28,1,safe first
931,1747,197.3854098,28,1,safe first
1033,1927,206.8912758,28,1,safe first
1213,2107,254.5584412,28,1,safe first
1393,2266,240.1686907,28,1,safe first
1573,2302,183.5647025,28,1,safe first
1753,2281,181.2208597,28,1,safe first
1933,2203,196.1733927,28,1,safe first
2020,2074,155.5956298,28,1,safe first
1840,1981,202.6055281,28,1,safe first
1660,1849,223.2129029,28,1,safe first
1480,1744,208.3866598,28,1,safe first
1300,1828,198.6353443,28,1,safe first
1120,1831,180.0249983,28,1,safe first
940,1681,234.3074903,28,1,safe first
868,1609,101.8233765,28,1,safe first
958,1651,99.31767214,28,1,safe first
1027,1546,125.6423495,28,1,safe first
1207,1366,254.5584412,28,1,safe first
1387,1249,214.683488,28,1,safe first
1567,1345,204,28,1,safe first
1747,1525,254.5584412,28,1,safe first
1822,1705,195,28,1,safe first
1879,1885,188.8094277,28,1,safe first
2056,2065,252.4460338,28,1,safe first
1876,2065,180,28,1,safe first
1696,1978,199.922485,28,1,safe first
1516,1882,204,28,1,safe first
1336,1702,254.5584412,28,1,safe first
1201,1522,225,28,1,safe first
1168,1516,33.54101966,28,1,safe first
1225,1537,60.74537019,28,1,safe first
1270,1372,171.0263138,28,1,safe first
1405,1537,213.1900561,28,1,safe first
1585,1546,180.2248596,28,1,safe first
1765,1546,180,28,1,safe first
1945,1492,187.9255172,28,1,safe first
2125,1438,187.9255172,28,1,safe first
2296,1261,246.1097316,28,1,safe first
2296,1081,180,28,1,safe first
2269,901,182.0137357,28,1,safe first
2239,811,94.86832981,28,1,safe first
2158,868,99.04544412,28,1,safe first
2083,994,146.6321929,28,1,safe first
2044,946,61.84658438,28,1,safe first
2182,910,142.6183719,28,1,safe first
2134,736,180.4993075,28,1,safe first
1957,691,182.6307751,28,1,safe first
1777,772,197.3854098,28,1,safe first
1735,952,184.8350616,28,1,safe first
1771,1132,183.5647025,28,1,safe first
1912,1312,228.6503881,28,1,safe first
2092,1387,195,28,1,safe first
2272,1300,199.922485,28,1,safe first
2311,1120,184.1765457,28,1,safe first
2356,1081,59.54829972,28,1,safe first
2284,988,117.6137747,28,1,safe first
2269,811,177.6344561,28,1,safe first
2110,670,212.513529,28,1,safe first
2236,670,126,28,1,safe first
2416,670,180,28,1,safe first
2596,670,180,28,1,safe first
2776,751,197.3854098,28,1,safe first
2956,931,254.5584412,28,1,safe first
3136,1024,202.6055281,28,1,safe first
3229,1204,202.6055281,28,1,safe first
3199,1384,182.4828759,28,1,safe first
3202,1564,180.0249983,28,1,safe first
3112,1744,201.246118,28,1,safe first
3055,1924,188.8094277,28,1,safe first
2998,2104,188.8094277,28,1,safe first
2857,2191,165.6804153,28,1,safe first
2770,2335,168.2408987,28,1,safe first
2590,2377,184.8350616,28,1,safe first
2410,2476,205.4288198,28,1,safe first
2230,2632,238.1931989,28,1,safe first
2050,2743,211.4734026,28,1,safe first
1870,2683,189.7366596,28,1,safe first
1690,2512,248.276056,28,1,safe first
1651,2332,184.1765457,28,1,safe first
1492,2152,240.1686907,28,1,safe first
1573,1972,197.3854098,28,1,safe first
1609,1792,183.5647025,28,1,safe first
1609,1612,180,28,1,safe first
1609,1432,180,28,1,safe first
2446,2065,180,29,0,risky first
2569,1999,139.5886815,29,0,risky first
2749,2068,192.7718859,29,0,risky first
2929,2119,187.0855419,29,0,risky first
3013,2227,136.821051,29,0,risky first
2833,2290,190.7065809,29,0,risky first
2653,2470,254.5584412,29,0,risky first
2473,2521,187.0855419,29,0,risky first
2293,2521,180,29,0,risky first
2113,2452,192.7718859,29,0,risky first
1933,2362,201.246118,29,0,risky first
1753,2182,254.5584412,29,0,risky first
1642,2041,179.4491571,29,0,risky first
1774,1897,195.3458472,29,0,risky first
1594,1762,225,29,0,risky first
